rank_sales;game_name;publisher;developer;platform;platform_name;global_sales;game_genre;meta_critic_score;meta_user_score;release_day;release_month;release_year
589;Iron Man;Sega;Artificial Mind and Movement;PSP;PlayStation 3;630000.0;Action;42;6.0;2;5;2008
625;Iron Man;Sega;Secret Level;Wii;PlayStation 3;590000.0;Action;42;6.0;2;5;2008
647;Iron Man;Sega;Secret Level;X360;PlayStation 3;570000.0;Action;42;6.0;2;5;2008
677;Iron Man;Sega;Artificial Mind and Movement;PS2;PlayStation 3;540000.0;Action;42;6.0;2;5;2008
714;Iron Man;Sega;Artificial Mind and Movement;DS;PlayStation 3;510000.0;Action;42;6.0;2;5;2008
179;Iron Man;Sega;Artificial Mind & Movement;All;PlayStation 3;;Action-Adventure;42;6.0;2;5;2008
554;Iron Man;Sega;Secret Level;PS3;PSP		;680000.0;Action;44;6.4;2;5;2008
589;Iron Man;Sega;Artificial Mind and Movement;PSP;PSP		;630000.0;Action;44;6.4;2;5;2008
625;Iron Man;Sega;Secret Level;Wii;PSP		;590000.0;Action;44;6.4;2;5;2008
647;Iron Man;Sega;Secret Level;X360;PSP		;570000.0;Action;44;6.4;2;5;2008
677;Iron Man;Sega;Artificial Mind and Movement;PS2;PSP		;540000.0;Action;44;6.4;2;5;2008
714;Iron Man;Sega;Artificial Mind and Movement;DS;PSP		;510000.0;Action;44;6.4;2;5;2008
179;Iron Man;Sega;Artificial Mind & Movement;All;PSP		;;Action-Adventure;44;6.4;2;5;2008
163;Finding Nemo;THQ;Traveller's Tales;PS2;Xbox		;2090000.0;Action;63;7.4;9;5;2003
566;Finding Nemo;THQ;Traveller's Tales;XB;Xbox		;660000.0;Action;63;7.4;9;5;2003
323;One Piece: Pirate Warriors 2;Bandai;Omega Force;All;PlayStation 3;;Action-Adventure;71;7.8;3;9;2013
572;Fist of the North Star: Ken's Rage;Tecmo Koei;Tecmo Koei Games;PS3;PlayStation 3;660000.0;Action;60;7.0;2;11;2010
1714;Fist of the North Star: Ken's Rage;Tecmo Koei;Tecmo Koei Games;X360;PlayStation 3;160000.0;Action;60;7.0;2;11;2010
573;Shrek: Hassle at the Castle;TDK Mediactive;TOSE;GBA;Game Boy Advance		;660000.0;Action;71;7.4;10;10;2002
575;Transformers: The Game;Activision;Savage Entertainment;PSP;PSP		;650000.0;Action;47;5.4;19;6;2007
581;Sengoku Basara: Samurai Heroes;Capcom;Capcom;PS3;PlayStation 3;640000.0;Action;61;8.1;12;10;2010
1165;Sengoku Basara: Samurai Heroes;Capcom;Capcom;Wii;PlayStation 3;290000.0;Action;61;8.1;12;10;2010
583;X2: Wolverine's Revenge;Activision;GenePool;PS2;PlayStation 2;640000.0;Action;58;7.4;14;4;2003
1932;X2: Wolverine's Revenge;Activision;GenePool;GC;PlayStation 2;120000.0;Action;58;7.4;14;4;2003
584;Dead Island: Riptide;Deep Silver;Techland;PS3;PlayStation 3;640000.0;Action;62;6.0;23;4;2013
1946;Dead Island: Riptide;Deep Silver;Techland;PC;PlayStation 3;;Action;62;6.0;23;4;2013
585;Onimusha: Dawn of Dreams;Capcom;Capcom;PS2;PlayStation 2;640000.0;Action;81;8.8;7;3;2006
591;LEGO The Incredibles;Warner Bros. Interactive Entertainment;Traveller's Tales;NS;Switch;630000.0;Action;65;7.3;15;6;2018
688;LEGO The Incredibles;Warner Bros. Interactive Entertainment;Traveller's Tales;PS4;Switch;530000.0;Action;65;7.3;15;6;2018
1085;LEGO The Incredibles;Warner Bros. Interactive Entertainment;Traveller's Tales;XOne;Switch;320000.0;Action;65;7.3;15;6;2018
599;Metal Gear Solid 2: Substance;Konami;Konami Computer Entertainment Japan;XB;Xbox		;620000.0;Action;87;8.4;4;11;2002
600;Warriors Orochi 3;Tecmo Koei;Omega Force;PS3;PlayStation 3;620000.0;Action;70;7.9;20;3;2012
763;Warriors Orochi 3;Tecmo Koei;Omega Force;All;PlayStation 3;;Action;70;7.9;20;3;2012
12;Red Dead Redemption 2;Rockstar Games;Rockstar Studios;All;PlayStation 4;;Action-Adventure;97;8.6;26;10;2018
48;Red Dead Redemption 2;Rockstar Games;Rockstar Games;PS4;PlayStation 4;13940000.0;Action-Adventure;97;8.6;26;10;2018
109;Red Dead Redemption 2;Rockstar Games;Rockstar Games;XOne;PlayStation 4;5770000.0;Action-Adventure;97;8.6;26;10;2018
12;Red Dead Redemption 2;Rockstar Games;Rockstar Studios;All;Xbox One;;Action-Adventure;97;8.1;26;10;2018
48;Red Dead Redemption 2;Rockstar Games;Rockstar Games;PS4;Xbox One;13940000.0;Action-Adventure;97;8.1;26;10;2018
109;Red Dead Redemption 2;Rockstar Games;Rockstar Games;XOne;Xbox One;5770000.0;Action-Adventure;97;8.1;26;10;2018
53;Assassin's Creed III;Ubisoft;Ubisoft Montreal;All;PlayStation 3;;Action-Adventure;85;6.9;30;10;2012
100;Assassin's Creed III;Ubisoft;Ubisoft Montreal;PS3;PlayStation 3;6500000.0;Action-Adventure;85;6.9;30;10;2012
113;Assassin's Creed III;Ubisoft;Ubisoft Montreal;X360;PlayStation 3;5310000.0;Action-Adventure;85;6.9;30;10;2012
53;Assassin's Creed III;Ubisoft;Ubisoft Montreal;All;Xbox 360;;Action-Adventure;84;6.8;30;10;2012
100;Assassin's Creed III;Ubisoft;Ubisoft Montreal;PS3;Xbox 360;6500000.0;Action-Adventure;84;6.8;30;10;2012
113;Assassin's Creed III;Ubisoft;Ubisoft Montreal;X360;Xbox 360;5310000.0;Action-Adventure;84;6.8;30;10;2012
58;Assassin's Creed IV: Black Flag;Ubisoft;Ubisoft Montreal;All;PlayStation 3;;Action-Adventure;88;8.2;29;10;2013
144;Assassin's Creed IV: Black Flag;Ubisoft;Ubisoft Montreal;PS3;PlayStation 3;3940000.0;Action-Adventure;88;8.2;29;10;2013
159;Assassin's Creed IV: Black Flag;Ubisoft;Ubisoft Montreal;X360;PlayStation 3;3340000.0;Action-Adventure;88;8.2;29;10;2013
398;Assassin's Creed IV: Black Flag;Ubisoft;Ubisoft Montreal;WiiU;PlayStation 3;290000.0;Action-Adventure;88;8.2;29;10;2013
58;Assassin's Creed IV: Black Flag;Ubisoft;Ubisoft Montreal;All;Xbox 360;;Action-Adventure;86;8.0;29;10;2013
144;Assassin's Creed IV: Black Flag;Ubisoft;Ubisoft Montreal;PS3;Xbox 360;3940000.0;Action-Adventure;86;8.0;29;10;2013
159;Assassin's Creed IV: Black Flag;Ubisoft;Ubisoft Montreal;X360;Xbox 360;3340000.0;Action-Adventure;86;8.0;29;10;2013
398;Assassin's Creed IV: Black Flag;Ubisoft;Ubisoft Montreal;WiiU;Xbox 360;290000.0;Action-Adventure;86;8.0;29;10;2013
58;Assassin's Creed IV: Black Flag;Ubisoft;Ubisoft Montreal;All;Wii U;;Action-Adventure;86;7.7;29;10;2013
144;Assassin's Creed IV: Black Flag;Ubisoft;Ubisoft Montreal;PS3;Wii U;3940000.0;Action-Adventure;86;7.7;29;10;2013
159;Assassin's Creed IV: Black Flag;Ubisoft;Ubisoft Montreal;X360;Wii U;3340000.0;Action-Adventure;86;7.7;29;10;2013
398;Assassin's Creed IV: Black Flag;Ubisoft;Ubisoft Montreal;WiiU;Wii U;290000.0;Action-Adventure;86;7.7;29;10;2013
93;Mafia III;2K Games;Hangar 13;All;PlayStation 4;;Action-Adventure;68;5.3;7;10;2016
169;Mafia III;2K Games;Hangar 13;PS4;PlayStation 4;2870000.0;Action-Adventure;68;5.3;7;10;2016
251;Mafia III;2K Games;Hangar 13;XOne;PlayStation 4;1110000.0;Action-Adventure;68;5.3;7;10;2016
292;Mafia III;2K Games;Hangar 13;PC;PlayStation 4;;Action-Adventure;68;5.3;7;10;2016
93;Mafia III;2K Games;Hangar 13;All;Xbox One;;Action-Adventure;67;5.1;7;10;2016
169;Mafia III;2K Games;Hangar 13;PS4;Xbox One;2870000.0;Action-Adventure;67;5.1;7;10;2016
251;Mafia III;2K Games;Hangar 13;XOne;Xbox One;1110000.0;Action-Adventure;67;5.1;7;10;2016
292;Mafia III;2K Games;Hangar 13;PC;Xbox One;;Action-Adventure;67;5.1;7;10;2016
141;Far Cry Primal;Ubisoft;Ubisoft Montreal;All;PlayStation 4;;Action-Adventure;76;6.7;23;2;2016
141;Far Cry Primal;Ubisoft;Ubisoft Montreal;All;Xbox One;;Action-Adventure;77;6.7;23;2;2016
188;Kinect: Disneyland Adventures;Microsoft Studios;Frontier Developments;X360;Xbox 360;2410000.0;Action-Adventure;73;3.2;15;11;2011
190;Batman: Arkham Origins;Warner Bros. Interactive Entertainment;Warner Bros. Interactive Entertainment;PS3;PlayStation 3;2400000.0;Action-Adventure;76;7.8;25;10;2013
209;Batman: Arkham Origins;Warner Bros. Interactive Entertainment;Warner Bros. Interactive Entertainment;X360;PlayStation 3;1900000.0;Action-Adventure;76;7.8;25;10;2013
386;Batman: Arkham Origins;Warner Bros. Interactive Entertainment;Warner Bros. Interactive Entertainment;WiiU;PlayStation 3;320000.0;Action-Adventure;76;7.8;25;10;2013
190;Batman: Arkham Origins;Warner Bros. Interactive Entertainment;Warner Bros. Interactive Entertainment;PS3;Xbox 360;2400000.0;Action-Adventure;74;7.6;25;10;2013
209;Batman: Arkham Origins;Warner Bros. Interactive Entertainment;Warner Bros. Interactive Entertainment;X360;Xbox 360;1900000.0;Action-Adventure;74;7.6;25;10;2013
386;Batman: Arkham Origins;Warner Bros. Interactive Entertainment;Warner Bros. Interactive Entertainment;WiiU;Xbox 360;320000.0;Action-Adventure;74;7.6;25;10;2013
190;Batman: Arkham Origins;Warner Bros. Interactive Entertainment;Warner Bros. Interactive Entertainment;PS3;Wii U;2400000.0;Action-Adventure;68;7.6;25;10;2013
209;Batman: Arkham Origins;Warner Bros. Interactive Entertainment;Warner Bros. Interactive Entertainment;X360;Wii U;1900000.0;Action-Adventure;68;7.6;25;10;2013
386;Batman: Arkham Origins;Warner Bros. Interactive Entertainment;Warner Bros. Interactive Entertainment;WiiU;Wii U;320000.0;Action-Adventure;68;7.6;25;10;2013
195;No Man's Sky;Hello Games;Hello Games;PS4;PlayStation 4;2260000.0;Action-Adventure;71;4.8;9;8;2016
609;LEGO Batman 2: DC Super Heroes;Warner Bros. Interactive Entertainment;Traveller's Tales;PC;Xbox 360;10000.0;Action-Adventure;79;6.9;19;6;2012
1065;LEGO Batman 2: DC Super Heroes;Warner Bros. Interactive Entertainment;TT Fusion;iOS;Xbox 360;;Action-Adventure;79;6.9;19;6;2012
1067;LEGO Batman 2: DC Super Heroes;Warner Bros. Interactive Entertainment;TT Fusion;And;Xbox 360;;Action-Adventure;79;6.9;19;6;2012
609;LEGO Batman 2: DC Super Heroes;Warner Bros. Interactive Entertainment;Traveller's Tales;PC;PlayStation 3;10000.0;Action-Adventure;81;7.1;19;6;2012
1065;LEGO Batman 2: DC Super Heroes;Warner Bros. Interactive Entertainment;TT Fusion;iOS;PlayStation 3;;Action-Adventure;81;7.1;19;6;2012
1067;LEGO Batman 2: DC Super Heroes;Warner Bros. Interactive Entertainment;TT Fusion;And;PlayStation 3;;Action-Adventure;81;7.1;19;6;2012
34;Watch Dogs;Ubisoft;Ubisoft;Series;Xbox One;;Action-Adventure;78;6.1;27;5;2014
69;Watch Dogs;Ubisoft;Ubisoft Montreal;All;Xbox One;;Action-Adventure;78;6.1;27;5;2014
136;Watch Dogs;Ubisoft;Ubisoft Montreal;PS4;Xbox One;4320000.0;Action-Adventure;78;6.1;27;5;2014
211;Watch Dogs;Ubisoft;Ubisoft Montreal;PS3;Xbox One;1830000.0;Action-Adventure;78;6.1;27;5;2014
218;Watch Dogs;Ubisoft;Ubisoft Montreal;XOne;Xbox One;1640000.0;Action-Adventure;78;6.1;27;5;2014
242;Watch Dogs;Ubisoft;Ubisoft Montreal;X360;Xbox One;1290000.0;Action-Adventure;78;6.1;27;5;2014
342;Watch Dogs;Ubisoft;Ubisoft Montreal;PC;Xbox One;490000.0;Action-Adventure;78;6.1;27;5;2014
237;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;X360;Xbox 360;1320000.0;Action-Adventure;69;7.5;7;2;2014
283;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;PS3;Xbox 360;980000.0;Action-Adventure;69;7.5;7;2;2014
305;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;3DS;Xbox 360;720000.0;Action-Adventure;69;7.5;7;2;2014
307;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;PS4;Xbox 360;710000.0;Action-Adventure;69;7.5;7;2;2014
312;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;WiiU;Xbox 360;660000.0;Action-Adventure;69;7.5;7;2;2014
314;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;XOne;Xbox 360;650000.0;Action-Adventure;69;7.5;7;2;2014
380;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;PC;Xbox 360;;Action-Adventure;69;7.5;7;2;2014
388;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;PSV;Xbox 360;310000.0;Action-Adventure;69;7.5;7;2;2014
237;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;X360;PlayStation 3;1320000.0;Action-Adventure;80;6.9;7;2;2014
283;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;PS3;PlayStation 3;980000.0;Action-Adventure;80;6.9;7;2;2014
305;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;3DS;PlayStation 3;720000.0;Action-Adventure;80;6.9;7;2;2014
307;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;PS4;PlayStation 3;710000.0;Action-Adventure;80;6.9;7;2;2014
312;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;WiiU;PlayStation 3;660000.0;Action-Adventure;80;6.9;7;2;2014
314;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;XOne;PlayStation 3;650000.0;Action-Adventure;80;6.9;7;2;2014
380;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;PC;PlayStation 3;;Action-Adventure;80;6.9;7;2;2014
388;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;PSV;PlayStation 3;310000.0;Action-Adventure;80;6.9;7;2;2014
237;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;X360;Xbox One;1320000.0;Action-Adventure;69;6.8;7;2;2014
283;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;PS3;Xbox One;980000.0;Action-Adventure;69;6.8;7;2;2014
305;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;3DS;Xbox One;720000.0;Action-Adventure;69;6.8;7;2;2014
307;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;PS4;Xbox One;710000.0;Action-Adventure;69;6.8;7;2;2014
312;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;WiiU;Xbox One;660000.0;Action-Adventure;69;6.8;7;2;2014
314;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;XOne;Xbox One;650000.0;Action-Adventure;69;6.8;7;2;2014
380;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;PC;Xbox One;;Action-Adventure;69;6.8;7;2;2014
388;The LEGO Movie Videogame;Warner Bros. Interactive Entertainment;TT Fusion;PSV;Xbox One;310000.0;Action-Adventure;69;6.8;7;2;2014
244;Metal Gear Solid V: Ground Zeroes;Konami Digital Entertainment;Kojima Productions;PS4;PlayStation 4;1200000.0;Action-Adventure;75;6.4;18;3;2014
271;Metal Gear Solid V: Ground Zeroes;Konami;Kojima Productions;All;PlayStation 4;;Action-Adventure;75;6.4;18;3;2014
321;Metal Gear Solid V: Ground Zeroes;Konami Digital Entertainment;Kojima Productions;PS3;PlayStation 4;590000.0;Action-Adventure;75;6.4;18;3;2014
409;Metal Gear Solid V: Ground Zeroes;Konami Digital Entertainment;Kojima Productions;XOne;PlayStation 4;270000.0;Action-Adventure;75;6.4;18;3;2014
498;Metal Gear Solid V: Ground Zeroes;Konami Digital Entertainment;Kojima Productions;X360;PlayStation 4;140000.0;Action-Adventure;75;6.4;18;3;2014
245;Shadow of the Colossus;Sony Interactive Entertainment;Bluepoint Games;PS4;PlayStation 4;1200000.0;Action-Adventure;91;7.8;6;2;2018
191;Sleeping Dogs;Square Enix;United Front Games;PC;PlayStation 3;;Action-Adventure;83;7.7;14;8;2012
256;Sleeping Dogs;Square Enix;United Front Games;PS3;PlayStation 3;1040000.0;Action-Adventure;83;7.7;14;8;2012
288;Sleeping Dogs;Square Enix;United Front Games;X360;PlayStation 3;870000.0;Action-Adventure;83;7.7;14;8;2012
204;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Toronto;All;Xbox 360;;Action-Adventure;82;7.6;20;8;2013
281;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Toronto;X360;Xbox 360;1000000.0;Action-Adventure;82;7.6;20;8;2013
282;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Toronto;PS3;Xbox 360;980000.0;Action-Adventure;82;7.6;20;8;2013
445;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Toronto;PC;Xbox 360;210000.0;Action-Adventure;82;7.6;20;8;2013
501;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Shanghai;WiiU;Xbox 360;130000.0;Action-Adventure;82;7.6;20;8;2013
204;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Toronto;All;PlayStation 3;;Action-Adventure;84;7.8;20;8;2013
281;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Toronto;X360;PlayStation 3;1000000.0;Action-Adventure;84;7.8;20;8;2013
282;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Toronto;PS3;PlayStation 3;980000.0;Action-Adventure;84;7.8;20;8;2013
445;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Toronto;PC;PlayStation 3;210000.0;Action-Adventure;84;7.8;20;8;2013
501;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Shanghai;WiiU;PlayStation 3;130000.0;Action-Adventure;84;7.8;20;8;2013
204;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Toronto;All;Wii U;;Action-Adventure;75;7.8;20;8;2013
281;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Toronto;X360;Wii U;1000000.0;Action-Adventure;75;7.8;20;8;2013
282;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Toronto;PS3;Wii U;980000.0;Action-Adventure;75;7.8;20;8;2013
445;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Toronto;PC;Wii U;210000.0;Action-Adventure;75;7.8;20;8;2013
501;Tom Clancy's Splinter Cell: Blacklist;Ubisoft;Ubisoft Shanghai;WiiU;Wii U;130000.0;Action-Adventure;75;7.8;20;8;2013
231;Darksiders II;THQ;Vigil Games;All;PlayStation 3;;Action-Adventure;84;7.2;14;8;2012
293;Darksiders II;THQ;Vigil Games;PS3;PlayStation 3;850000.0;Action-Adventure;84;7.2;14;8;2012
299;Darksiders II;THQ;Vigil Games;X360;PlayStation 3;790000.0;Action-Adventure;84;7.2;14;8;2012
327;Darksiders II;THQ;Vigil Games;PC;PlayStation 3;;Action-Adventure;84;7.2;14;8;2012
231;Darksiders II;THQ;Vigil Games;All;Xbox 360;;Action-Adventure;83;8.2;14;8;2012
293;Darksiders II;THQ;Vigil Games;PS3;Xbox 360;850000.0;Action-Adventure;83;8.2;14;8;2012
299;Darksiders II;THQ;Vigil Games;X360;Xbox 360;790000.0;Action-Adventure;83;8.2;14;8;2012
327;Darksiders II;THQ;Vigil Games;PC;Xbox 360;;Action-Adventure;83;8.2;14;8;2012
166;Disney Infinity;Disney Interactive Studios;Heavy Iron Studios / Avalanche Software;All;Wii U;;Action-Adventure;71;7.5;18;8;2013
311;Disney Infinity;Disney Interactive Studios;Avalanche Software;WiiU;Wii U;670000.0;Action-Adventure;71;7.5;18;8;2013
373;Disney Infinity;Disney Interactive Studios;Altron;3DS;Wii U;350000.0;Action-Adventure;71;7.5;18;8;2013
320;Gravity Rush;Sony Computer Entertainment;SCE Japan Studio;PSV;PlayStation Vita;600000.0;Action-Adventure;83;8.6;12;6;2012
326;Metroid: Samus Returns;Nintendo;Mercury Steam;3DS;3DS;560000.0;Action-Adventure;85;8.7;15;9;2017
328;Just Cause 4;Square Enix;Avalanche Studios;PS4;PlayStation 4;560000.0;Action-Adventure;65;4.8;4;12;2018
403;Just Cause 4;Square Enix;Avalanche Studios;XOne;PlayStation 4;290000.0;Action-Adventure;65;4.8;4;12;2018
1053;Just Cause 4;Square Enix;Avalanche Studios;PC;PlayStation 4;;Action-Adventure;65;4.8;4;12;2018
328;Just Cause 4;Square Enix;Avalanche Studios;PS4;Xbox One;560000.0;Action-Adventure;70;5.7;4;12;2018
403;Just Cause 4;Square Enix;Avalanche Studios;XOne;Xbox One;290000.0;Action-Adventure;70;5.7;4;12;2018
1053;Just Cause 4;Square Enix;Avalanche Studios;PC;Xbox One;;Action-Adventure;70;5.7;4;12;2018
343;Batman: Arkham Origins Blackgate;Warner Bros. Interactive Entertainment;Armature Studio;PSV;PlayStation Vita;480000.0;Action-Adventure;61;6.8;25;10;2013
411;Batman: Arkham Origins Blackgate;Warner Bros. Interactive Entertainment;Armature Studio;3DS;PlayStation Vita;270000.0;Action-Adventure;61;6.8;25;10;2013
343;Batman: Arkham Origins Blackgate;Warner Bros. Interactive Entertainment;Armature Studio;PSV;3DS;480000.0;Action-Adventure;68;7.0;25;10;2013
411;Batman: Arkham Origins Blackgate;Warner Bros. Interactive Entertainment;Armature Studio;3DS;3DS;270000.0;Action-Adventure;68;7.0;25;10;2013
347;LEGO DC Super-Villains;Warner Bros. Interactive Entertainment;Traveller's Tales;PS4;PlayStation 4;460000.0;Action-Adventure;74;6.4;16;10;2018
353;LEGO DC Super-Villains;Warner Bros. Interactive Entertainment;Traveller's Tales;NS;PlayStation 4;440000.0;Action-Adventure;74;6.4;16;10;2018
396;LEGO DC Super-Villains;Warner Bros. Interactive Entertainment;Traveller's Tales;XOne;PlayStation 4;300000.0;Action-Adventure;74;6.4;16;10;2018
347;LEGO DC Super-Villains;Warner Bros. Interactive Entertainment;Traveller's Tales;PS4;Switch;460000.0;Action-Adventure;75;7.6;16;10;2018
353;LEGO DC Super-Villains;Warner Bros. Interactive Entertainment;Traveller's Tales;NS;Switch;440000.0;Action-Adventure;75;7.6;16;10;2018
396;LEGO DC Super-Villains;Warner Bros. Interactive Entertainment;Traveller's Tales;XOne;Switch;300000.0;Action-Adventure;75;7.6;16;10;2018
347;LEGO DC Super-Villains;Warner Bros. Interactive Entertainment;Traveller's Tales;PS4;Xbox One;460000.0;Action-Adventure;72;6.2;16;10;2018
353;LEGO DC Super-Villains;Warner Bros. Interactive Entertainment;Traveller's Tales;NS;Xbox One;440000.0;Action-Adventure;72;6.2;16;10;2018
396;LEGO DC Super-Villains;Warner Bros. Interactive Entertainment;Traveller's Tales;XOne;Xbox One;300000.0;Action-Adventure;72;6.2;16;10;2018
365;Metal Gear Solid: Snake Eater 3D;Konami Digital Entertainment;Konami Computer Entertainment Japan;3DS;3DS;390000.0;Action-Adventure;78;7.9;21;2;2012
372;Assassin's Creed III;Ubisoft;Ubisoft Montreal;WiiU;Wii U;360000.0;Action-Adventure;85;7.3;18;11;2012
375;Gravity Rush 2;Sony Interactive Entertainment;SIE Japan Studio;PS4;PlayStation 4;350000.0;Action-Adventure;80;8.1;20;1;2017
332;Murdered: Soul Suspect;Square Enix;Airtight Games;PC;PlayStation 4;;Action-Adventure;59;6.9;3;6;2014
382;Murdered: Soul Suspect;Square Enix;Airtight Games;PS4;PlayStation 4;330000.0;Action-Adventure;59;6.9;3;6;2014
460;Murdered: Soul Suspect;Square Enix;Airtight Games;XOne;PlayStation 4;170000.0;Action-Adventure;59;6.9;3;6;2014
495;Murdered: Soul Suspect;Square Enix;Airtight Games;PS3;PlayStation 4;140000.0;Action-Adventure;59;6.9;3;6;2014
522;Murdered: Soul Suspect;Square Enix;Airtight Games;X360;PlayStation 4;100000.0;Action-Adventure;59;6.9;3;6;2014
332;Murdered: Soul Suspect;Square Enix;Airtight Games;PC;Xbox One;;Action-Adventure;51;7.1;3;6;2014
382;Murdered: Soul Suspect;Square Enix;Airtight Games;PS4;Xbox One;330000.0;Action-Adventure;51;7.1;3;6;2014
460;Murdered: Soul Suspect;Square Enix;Airtight Games;XOne;Xbox One;170000.0;Action-Adventure;51;7.1;3;6;2014
495;Murdered: Soul Suspect;Square Enix;Airtight Games;PS3;Xbox One;140000.0;Action-Adventure;51;7.1;3;6;2014
522;Murdered: Soul Suspect;Square Enix;Airtight Games;X360;Xbox One;100000.0;Action-Adventure;51;7.1;3;6;2014
410;Family Guy: Back to the Multiverse;Activision;Heavy Iron Studios;PS3;PlayStation 3;270000.0;Action-Adventure;40;6.3;20;11;2012
429;Family Guy: Back to the Multiverse;Activision;Heavy Iron Studios;X360;PlayStation 3;250000.0;Action-Adventure;40;6.3;20;11;2012
644;Family Guy: Back to the Multiverse;Activision;Heavy Iron Studios;PC;PlayStation 3;;Action-Adventure;40;6.3;20;11;2012
410;Family Guy: Back to the Multiverse;Activision;Heavy Iron Studios;PS3;Xbox 360;270000.0;Action-Adventure;39;4.9;20;11;2012
429;Family Guy: Back to the Multiverse;Activision;Heavy Iron Studios;X360;Xbox 360;250000.0;Action-Adventure;39;4.9;20;11;2012
644;Family Guy: Back to the Multiverse;Activision;Heavy Iron Studios;PC;Xbox 360;;Action-Adventure;39;4.9;20;11;2012
412;Robinson: The Journey;Sony Interactive Entertainment;Crytek;PS4;PlayStation 4;270000.0;Action-Adventure;64;6.6;8;11;2016
420;ReCore;Microsoft Studios;Armature Studio;XOne;Xbox One;260000.0;Action-Adventure;63;6.7;13;9;2016
659;ReCore;Microsoft Studios;Armature Studio;PC;Xbox One;;Action-Adventure;63;6.7;13;9;2016
433;Darksiders II: Deathinitive Edition;Nordic Games;Gunfire Games;PS4;PlayStation 4;240000.0;Action-Adventure;72;7.4;30;10;2015
532;Darksiders II: Deathinitive Edition;Nordic Games;Gunfire Games;XOne;PlayStation 4;80000.0;Action-Adventure;72;7.4;30;10;2015
433;Darksiders II: Deathinitive Edition;Nordic Games;Gunfire Games;PS4;Xbox One;240000.0;Action-Adventure;75;7.5;30;10;2015
532;Darksiders II: Deathinitive Edition;Nordic Games;Gunfire Games;XOne;Xbox One;80000.0;Action-Adventure;75;7.5;30;10;2015
437;No Man's Sky;505 Games;Hello Games;XOne;Xbox One;230000.0;Action-Adventure;77;7.5;24;7;2018
248;Conan Exiles;Maximum Games;Funcom Oslo A/S;PC;PlayStation 4;;Action-Adventure;68;5.3;8;5;2018
446;Conan Exiles;Maximum Games;Funcom Oslo A/S;PS4;PlayStation 4;210000.0;Action-Adventure;68;5.3;8;5;2018
544;Conan Exiles;Maximum Games;Funcom Oslo A/S;XOne;PlayStation 4;60000.0;Action-Adventure;68;5.3;8;5;2018
248;Conan Exiles;Maximum Games;Funcom Oslo A/S;PC;Xbox One;;Action-Adventure;64;5.5;8;5;2018
446;Conan Exiles;Maximum Games;Funcom Oslo A/S;PS4;Xbox One;210000.0;Action-Adventure;64;5.5;8;5;2018
544;Conan Exiles;Maximum Games;Funcom Oslo A/S;XOne;Xbox One;60000.0;Action-Adventure;64;5.5;8;5;2018
